properties,centrality_measures,centrality_dataframe
"{'nodes': 10, 'edges': 11, 'density': 0.24444444444444444, 'average_clustering': 0.5166666666666667, 'transitivity': 0.6818181818181818, 'average_shortest_path_length': None, 'diameter': None, 'is_connected': False, 'number_of_components': 3}","{'degree': {'a1': 0.0, 'a10': 0.3333333333333333, 'a100': 0.0, 'a101': 0.3333333333333333, 'a102': 0.4444444444444444, 'a103': 0.3333333333333333, 'a104': 0.3333333333333333, 'a105': 0.3333333333333333, 'a106': 0.2222222222222222, 'a107': 0.1111111111111111}, 'betweenness': {'a1': 0.0, 'a10': 0.16666666666666666, 'a100': 0.0, 'a101': 0.3333333333333333, 'a102': 0.3333333333333333, 'a103': 0.0, 'a104': 0.0, 'a105': 0.0, 'a106': 0.0, 'a107': 0.0}, 'closeness': {'a1': 0.0, 'a10': 0.3888888888888889, 'a100': 0.0, 'a101': 0.494949494949495, 'a102': 0.494949494949495, 'a103': 0.362962962962963, 'a104': 0.362962962962963, 'a105': 0.362962962962963, 'a106': 0.362962962962963, 'a107': 0.2722222222222222}, 'pagerank': {'a1': 0.0, 'a10': 0.3333333333333333, 'a100': 0.0, 'a101': 0.3333333333333333, 'a102': 0.4444444444444444, 'a103': 0.3333333333333333, 'a104': 0.3333333333333333, 'a105': 0.3333333333333333, 'a106': 0.2222222222222222, 'a107': 0.1111111111111111}, 'eigenvector': {'a1': 9.471054601444453e-26, 'a10': 0.13051353991288847, 'a100': 9.471054601444453e-26, 'a101': 0.24632780746873742, 'a102': 0.5199693827656131, 'a103': 0.4603193805016753, 'a104': 0.4603193805016753, 'a105': 0.4603193805016753, 'a106': 0.12041444104354342, 'a107': 0.04170412863532178}}","        degree  betweenness  closeness  pagerank   eigenvector
a1    0.000000     0.000000   0.000000  0.000000  9.471055e-26
a10   0.333333     0.166667   0.388889  0.333333  1.305135e-01
a100  0.000000     0.000000   0.000000  0.000000  9.471055e-26
a101  0.333333     0.333333   0.494949  0.333333  2.463278e-01
a102  0.444444     0.333333   0.494949  0.444444  5.199694e-01
a103  0.333333     0.000000   0.362963  0.333333  4.603194e-01
a104  0.333333     0.000000   0.362963  0.333333  4.603194e-01
a105  0.333333     0.000000   0.362963  0.333333  4.603194e-01
a106  0.222222     0.000000   0.362963  0.222222  1.204144e-01
a107  0.111111     0.000000   0.272222  0.111111  4.170413e-02"
