"","e141_R","e150_R","h1046_R","h1157","h2000_R","h968","h999","x107","x120","x138_R","e120_R","h754","h755","h761","x191_R","x23_R","x231_R","x265_R","x84","x95","e92","h640","h646","h737_R","h947","x129_R","x15","x156_R","x205","x74","h1197_R","h1205","h592","h655","h656","h905","h991","x197_R","x209_R","x242_R","e24","e30_R","e57","h2029","x133","x145","x181_R","x216_R","x251_R","x274_R","e64_R","h1281_R","h44_R","h470_R","h901","h948","h950","h954","h959","x79_R"
"x129_R",0.105144567525208,0.0602361731698506,0.0661364745163309,0.083549458526917,0.0717784358757134,0.091637011393229,0.0814768134725439,0.105596919513184,0.0800439168021114,0.0905614834540813,0.0591075897980016,0.0532234441363957,0.034717070449187,0.0594353631974909,0.0851883401585365,0.0545642654952214,0.0708515134517218,0.0845567942232153,0.11096344403964,0.0831768833947817,0.0884474359352234,0.100067906450273,0.176463153351955,0.117176524687745,0.0694704629280345,0,0.229607854968834,0.167548328642409,0.11581521841215,0.157357557724048,0.0640431098713661,0.0405112560972314,0.0464248294512153,0.0590336215677381,0.0439492286515843,0.0619743816877762,0.0660218260947296,0.0748443898435349,0.0821156160174397,0.0746699347815021,0.0530117570733974,0.0135753422174485,0.0594365812082867,0.0222130822243609,0.0302593363223664,0.0593221833790119,0.0467081522260062,0.0428279866794141,0.0858760041241418,0.0533566442140798,0.0662343583418479,0.086333259168847,0.0792122762612788,0.065223023293612,0.0442897685917623,0.0617972744779256,0.0469799108757436,0.106800035343714,0.0705239893929561,0.0687370229587865
"x15",0.0624657519693388,0.0551832974564745,0.0643390839351534,0.0858053714682412,0.0276405829511384,0.10544688209126,0.0980232469550768,0.113725435854465,0.101527477153928,0.0678356330309624,0.0380241946544047,0.0552072636003564,0.0336965725724823,0.0385858630089833,0.0554572842769954,0.0461953427064663,0.0412906576213863,0.0444151907755344,0.109150960577903,0.0864750102873821,0.0989951203647199,0.116214714053621,0.212782413219132,0.110051880346916,0.137941101838639,0.229607854968834,0,0.154090179124904,0.146486262570437,0.187310037253292,0.0768113585192141,0.0530180357289156,0.0539352713114027,0.0578507675644064,0.0417940465283086,0.0994542132033525,0.103324076588404,0.0474932460037434,0.0503118948374683,0.0502337358812799,0.0859251913807064,0.0186672762883364,0.0751147659180336,0.0153295237125248,0.0551245229183497,0.0801840566624707,0.0442063708674687,0.0288555251809512,0.0796881369991831,0.0469289248195657,0.040739641871935,0.0625194307687185,0.0572460835767332,0.0609423378249696,0.0580233155556624,0.0915405003256602,0.0586743353045032,0.106406025884461,0.0741319094674751,0.0489337010201654
"x156_R",0.0937591521961965,0.0538393942281354,0.0936684862433794,0.114048465969357,0.0821280725903302,0.0855992109459591,0.0926435494664726,0.126571285081662,0.14837715239357,0.123862573104011,0.0701262834542238,0.0759809832516405,0.044129253394793,0.0549004899367835,0.0742149708675095,0.0800572404248738,0.126497744508946,0.130281257150928,0.176032991685334,0.140607831916559,0.202207676021924,0.200743664907025,0.126428454470628,0.098325290256188,0.10290525945433,0.167548328642409,0.154090179124904,0,0.152962178751124,0.404037362049054,0.0502360325957092,0.060672938272559,0.0484282519590318,0.0366265903398162,0.0420562635238948,0.0704667807229189,0.088202608867145,0.0573863497903404,0.0790059603469535,0.0786013852662442,0.0613107511460855,0.0192548621306963,0.0826910056924501,0.0177236749643628,0.0399172668133194,0.0732991657569482,0.0547640138427679,0.0407532421801804,0.0717117384151904,0.0458803930785883,0.0366385509209231,0.0737684962745413,0.0898800211658322,0.0432123749319411,0.0505145797603124,0.0832111016932093,0.0825012920790598,0.102333705963594,0.0869608028447786,0.0472449365391512
"x205",0.0302353577705596,0.0502788274085515,0.0323636299526808,0.0691891940623424,0.040939049013716,0.0727842372640684,0.056706871880992,0.0845407869813379,0.0729613616786668,0.0565873653242916,0.0170433737004991,0.033911593928142,0.0173914173662011,0.0404558481322987,0.0547377622300504,0.0262678349212737,0.0246042693026283,0.0380059135549722,0.057881335335336,0.0648547723945141,0.103866193841379,0.0831066816261994,0.109124087231842,0.0633708563800255,0.0869844603858034,0.11581521841215,0.146486262570437,0.152962178751124,0,0.157375461540874,0.0634085456389446,0.0459447154925767,0.0427856600683874,0.0386247885893152,0.0437308694252301,0.0515556501429617,0.0723957250680907,0.0586884084863439,0.0373259432581166,0.0656154891564831,0.0584486911522162,0.0300294140748427,0.0858524154644065,0.0177520565319349,0.0330217282734884,0.0491942583050649,0.0379453895704076,0.0333273598277644,0.0675924358375064,0.0433251688794529,0.0433575879652639,0.0680841099200298,0.0819948947291698,0.0557685180184793,0.0551639176512149,0.0566901848962433,0.0435668216430338,0.103175602748116,0.0616623047680753,0.0625594670955363
"x74",0.0689805259514347,0.0663229213186893,0.0705872446024056,0.144129067009694,0.066469213899103,0.103613121559843,0.12930767804351,0.175030481314562,0.134360765686599,0.129163021604636,0.0473681820013327,0.0607253337111988,0.048509504773699,0.0465264985829927,0.0549758089022352,0.0779829091615372,0.0724606843726856,0.0840639325908654,0.203759694597505,0.15648985077316,0.164599055880116,0.247430872014204,0.125439876361637,0.103156664622547,0.142704143162889,0.157357557724048,0.187310037253292,0.404037362049054,0.157375461540874,0,0.048007697394381,0.0665839257083096,0.0434331616211909,0.0426524580833996,0.0558005354664788,0.112044573597095,0.0752796739213015,0.0555004454300669,0.0578765042133296,0.0737055903458441,0.07475358152967,0.0161249440405458,0.0676913651076911,0.0201669566699576,0.054710722057568,0.0659495083360047,0.0574520538421566,0.0240464964043805,0.0482797252708003,0.0332482625999613,0.0324675581435905,0.0618432806819826,0.0654606785195782,0.0399574253036685,0.065396403145991,0.0878278454648806,0.0868443271109989,0.115268442604087,0.102681813068183,0.0569086996184498
"h1197_R",0.037631226650563,0.0504803142922876,0.0357679776641975,0.0557400797770637,0.0275694212393107,0.0650177356723156,0.0489279936856195,0.0421748877616785,0.0420973520687706,0.0358965294976823,0.0224548588436266,0.0309149870201102,0.0252280602202397,0.0406026005442812,0.045754443489499,0.0242040875853968,0.0151907180068638,0.0210798541465183,0.0381004390927426,0.0440823130218599,0.0425915165706678,0.0485092474991684,0.102461457475584,0.0415500531282333,0.0560048811425604,0.0640431098713661,0.0768113585192141,0.0502360325957092,0.0634085456389446,0.048007697394381,0,0.0500865574300975,0.0495575795732193,0.0449411231837735,0.0428094728019519,0.0790801702858799,0.143008412587916,0.050782232310314,0.0467065404621505,0.0430287365085769,0.0651043966241027,0.0174175015666762,0.0511530908187789,0.0132986400831125,0.0260027154134157,0.029301641996422,0.0266735118666452,0.0229855353478663,0.0510935880121055,0.0282594514267287,0.0327110940948159,0.0636282970280551,0.0743368846681234,0.0709434115046861,0.0640156703147268,0.0670086438955533,0.0388273439398428,0.106124097953529,0.0567533658320434,0.0436367990261646
"h1205",0.0217263079535628,0.0168942429723189,0.0350588832139933,0.0283453644151823,0.0256209472021864,0.0419209822854589,0.0422982640796667,0.0210966377270911,0.0357066106345751,0.0245484978601573,0.0232644529714325,0.0359202811394397,0.0385964928783173,0.0416248742834315,0.0331325040285022,0.0226001583192015,0.0232605220132092,0.0351937321740565,0.0278491197381969,0.0265061198847141,0.038960434166988,0.0506383309966885,0.0768112792648705,0.0308058202367012,0.0407753010687162,0.0405112560972314,0.0530180357289156,0.060672938272559,0.0459447154925767,0.0665839257083096,0.0500865574300975,0,0.046201957968353,0.0673082843812929,0.0402522473165736,0.0790110556945107,0.0949818010367673,0.0488214315664255,0.0574338636028271,0.0742078053745141,0.0415785642636508,0.00915566327327388,0.0334327294148786,0.0199462922050451,0.0517686190870346,0.0303155358743172,0.0268343823542732,0.0219676479434088,0.0326237961613365,0.0303488714842093,0.0253501901853941,0.0442772799330711,0.0317007834048697,0.0464430668971549,0.0718313380407154,0.0589853570385346,0.0532858806905607,0.0613524751685222,0.0519107186211096,0.0388109888963815
"h592",0.0503182056077347,0.0254415425001793,0.0463379942242734,0.042602026981259,0.0534461116535097,0.0565764309722225,0.0691136315185434,0.023693294821947,0.0303107877970659,0.0286129950969718,0.0226546806927934,0.0248998843050439,0.0251553601456731,0.0331723539597983,0.0201243451067517,0.0149103220659046,0.0142335965628728,0.0166847692007885,0.045920368856132,0.0246717829183347,0.0443345766471053,0.0510565170363262,0.0763488816998072,0.0455863222553177,0.04637879966702,0.0464248294512153,0.0539352713114027,0.0484282519590318,0.0427856600683874,0.0434331616211909,0.0495575795732193,0.046201957968353,0,0.0688741554836501,0.101665390267146,0.0611084085546811,0.0854438536724236,0.0773732323469747,0.092190634026359,0.0813400818255841,0.0415273026296266,0.0284746776010283,0.0294741918078678,0.0154097713688093,0.0306301705504248,0.0402295512239506,0.0153072048473581,0.0219431725496495,0.0273651871238831,0.0319711128763265,0.0312778751797902,0.0411708228594452,0.053633528632882,0.0600301339800913,0.0514891234621473,0.0526425293856554,0.0322085665264833,0.0483968378244461,0.0443536758795569,0.0353678973990159
"h655",0.0222568420105307,0.0193362303110014,0.0450794917162152,0.0361324888469898,0.0359957909853645,0.054486029108443,0.0433304426269059,0.0384220123662753,0.0363180152317679,0.0291010902721212,0.0147827336307964,0.0165408121141395,0.0195058362889036,0.0194748482515279,0.0257547632485995,0.0218292171039551,0.0199803847239473,0.0134190979327764,0.0267923792286786,0.0249888513303809,0.0132307818467741,0.0494940859124653,0.0827396962898508,0.068882207136395,0.034556177188616,0.0590336215677381,0.0578507675644064,0.0366265903398162,0.0386247885893152,0.0426524580833996,0.0449411231837735,0.0673082843812929,0.0688741554836501,0,0.0872579944352134,0.0923738856133962,0.0953123205095712,0.0528470264502139,0.0635741519602195,0.0655627448249883,0.0239477524225284,0.0153784949023339,0.027017485623583,0.0314779820271549,0.031666216551085,0.01944472672472,0.016385699470975,0.031482369527768,0.0255835009392533,0.0230088198413991,0.0178386220464803,0.0359268416574019,0.0345849756033512,0.0632323771897094,0.0617586033056146,0.0467770004216099,0.0327165664306568,0.0614904715982565,0.0540555989387381,0.033166118587094
"h656",0.0275105683056664,0.0285688371831938,0.0407889348406902,0.0332304877136949,0.0471893827587788,0.0384746839707724,0.0316418599170465,0.041927954504215,0.0287505783193134,0.0286455927048612,0.0221569703265141,0.0326624162228675,0.0181029126432604,0.0481293640783163,0.0167363830633875,0.0358089287910643,0.0406689650693055,0.0427342320797721,0.0592349588101264,0.0300531263655639,0.0481121272672325,0.0631306027620133,0.0439558769314821,0.0406268114641306,0.0363378505401921,0.0439492286515843,0.0417940465283086,0.0420562635238948,0.0437308694252301,0.0558005354664788,0.0428094728019519,0.0402522473165736,0.101665390267146,0.0872579944352134,0,0.0680673772371923,0.0531649377784369,0.0594727356242473,0.0675933431198605,0.038703235642072,0.0368932526813586,0.0189904079121948,0.0229961392992943,0.0292633993603122,0.0176736284470653,0.0281575550284261,0.0194439993648468,0.0207590555695174,0.0205998889644352,0.0200898418243578,0.0253286267906025,0.0328032798933977,0.0424827150574201,0.0297735067879659,0.0428683977321795,0.0375426545743793,0.0275731030458668,0.0431993656075815,0.0462210886111443,0.0174312607610734
"h905",0.036489298212329,0.0509186656572149,0.0634959936925781,0.114324163408685,0.0467399255572851,0.0782169646859825,0.0752115213603539,0.0706922855978127,0.0856046074734165,0.0580116645634168,0.0297193332762307,0.0393346736442943,0.0457885446550623,0.0535549704648428,0.0308887582838131,0.0373996304773949,0.0238765527718878,0.0272917762031075,0.0547176401493781,0.0688423326820717,0.0453410756011725,0.0726244882980822,0.0982000857205554,0.056373412654668,0.0676415980592657,0.0619743816877762,0.0994542132033525,0.0704667807229189,0.0515556501429617,0.112044573597095,0.0790801702858799,0.0790110556945107,0.0611084085546811,0.0923738856133962,0.0680673772371923,0,0.146264172936303,0.06680386915047,0.048391179584327,0.0739885535862581,0.0512851532671617,0.0184414943641986,0.0491376858492698,0.0332556812782081,0.0317405138091136,0.0553427725744609,0.0351343036861054,0.0174113418188218,0.0355477002661799,0.0227422854274679,0.0465970518251835,0.0513517628467213,0.0567119912403471,0.0654132502099718,0.107593117569653,0.116475617204642,0.0727712524476489,0.121649146786477,0.101456867657531,0.0571975582701789
"h991",0.0441385052166949,0.0479927209425561,0.0666832381923768,0.0725934445012242,0.0595263259731786,0.0913766591447529,0.0364830815072015,0.0881868325243551,0.058889553107857,0.0553033010448614,0.0309816142696415,0.036235377021796,0.0320091537404701,0.048961612132755,0.0617365532373211,0.0292709663483137,0.0298147249326712,0.0365935200773921,0.0334185058754106,0.0498577492764745,0.0639956781338573,0.0836467547344073,0.136905623589295,0.0773437108907649,0.0794355861096312,0.0660218260947296,0.103324076588404,0.088202608867145,0.0723957250680907,0.0752796739213015,0.143008412587916,0.0949818010367673,0.0854438536724236,0.0953123205095712,0.0531649377784369,0.146264172936303,0,0.068731926499876,0.056021005346012,0.0934473472355366,0.0491017193479357,0.0256904802821052,0.0489186794016501,0.0157776299846959,0.0246938486450317,0.0327907062110446,0.0221682221050012,0.0293074569695082,0.0475198880621823,0.0359942406062608,0.0592445680335665,0.0809598992811256,0.0702722378083722,0.0718121845552697,0.107204183711906,0.102268251967237,0.0704864444897555,0.112446214535097,0.119957765273331,0.0698517847639111
"x197_R",0.0556985603243474,0.0594515577174057,0.0594633242370328,0.057935486009058,0.0611125798942767,0.0628620350924294,0.0547519106010927,0.0557542516078273,0.0491208661695146,0.0614186870504372,0.0394797746756113,0.026729341227663,0.0307471811869053,0.0414989004206405,0.0625573469524223,0.0595835363064241,0.0296133903099767,0.044420861591274,0.0420828634306551,0.0360008623982631,0.0387098120896794,0.0309483802272452,0.0468965673626158,0.0483276076957635,0.0250044979735038,0.0748443898435349,0.0474932460037434,0.0573863497903404,0.0586884084863439,0.0555004454300669,0.050782232310314,0.0488214315664255,0.0773732323469747,0.0528470264502139,0.0594727356242473,0.06680386915047,0.068731926499876,0,0.173415789762295,0.118952607203305,0.0248005888079761,0.00915557607083928,0.0301838719638434,0.0245260781712164,0.0268257139531753,0.0346460153343719,0.0261393145743973,0.0219038528622582,0.0387442767344268,0.0412163359496125,0.0561691570451184,0.0363485120835998,0.0626160143036434,0.0664479438527117,0.0317030966137293,0.0629865954891056,0.0264504527649452,0.0340647078692036,0.0489123862103038,0.0697401579511938
"x209_R",0.0482943013264445,0.0487760337978305,0.0774524986088658,0.0472644298702125,0.0603862937545632,0.0506644489458221,0.0351421723621246,0.0395500526297043,0.0740718845512962,0.0759615699137148,0.0345838098838351,0.0383409120886098,0.0301774750310031,0.036416139682248,0.0440526974022459,0.0531085998252259,0.0342853402954471,0.0575627434433263,0.0358498965469924,0.034300866569672,0.0566949550558364,0.0411510132380872,0.0545774376376542,0.0443589368474271,0.0238044858302295,0.0821156160174397,0.0503118948374683,0.0790059603469535,0.0373259432581166,0.0578765042133296,0.0467065404621505,0.0574338636028271,0.092190634026359,0.0635741519602195,0.0675933431198605,0.048391179584327,0.056021005346012,0.173415789762295,0,0.111127122324658,0.0190789392572408,0.0174333638399031,0.0346612926336243,0.0174810961992105,0.0318817386625154,0.0257711313899085,0.0422156661313924,0.0266990723707101,0.0415447802845255,0.0544374106667589,0.0512036484187068,0.0427135696415846,0.0560590307296303,0.0537215502833117,0.0523965527466488,0.0365979698602632,0.0346527391159546,0.0285343171770251,0.0358503075736749,0.0511840743682099
"x242_R",0.0493827424217561,0.0738564209568651,0.0539472146981623,0.048881975092165,0.0566919251052038,0.0611241449835687,0.0402640739986704,0.0636075973561616,0.0676142165738538,0.0861964645634115,0.0407607585840757,0.0364565923163935,0.0217395976865422,0.0464080223417671,0.0653308206743142,0.0460798540674578,0.0540548264341085,0.0642622885505295,0.0430894706549045,0.0521453361884294,0.0508410213104447,0.035619558575215,0.0605832725191626,0.0495842797448343,0.0208343673835878,0.0746699347815021,0.0502337358812799,0.0786013852662442,0.0656154891564831,0.0737055903458441,0.0430287365085769,0.0742078053745141,0.0813400818255841,0.0655627448249883,0.038703235642072,0.0739885535862581,0.0934473472355366,0.118952607203305,0.111127122324658,0,0.0407992394413905,0.013368521044109,0.0392337748621965,0.0135393583406413,0.0327989775519222,0.047388823586378,0.0301679215642618,0.0211765115634703,0.0659857718156136,0.0374892853911648,0.0550876088554895,0.0357444793211688,0.0520178381505447,0.0574641535773477,0.0406795967530384,0.0508063138661923,0.0400750860454155,0.0369354670266979,0.0467096165803191,0.0539304463176724
"e24",0.0557748864641932,0.0803506217546457,0.0306142093079584,0.0494620063234161,0.0225823449641345,0.0388225373684747,0.0627879790026156,0.0374310723762905,0.0482367062575921,0.0405377013745452,0.0549160199364112,0.0690536694431336,0.0549874696784305,0.0713003294561889,0.0635223577511193,0.0337600596128231,0.0452237293160542,0.0558283448312253,0.0586562569780287,0.0589689616219129,0.0700661106377165,0.0785164372657645,0.0597138085635343,0.0490120014972182,0.0329165182917657,0.0530117570733974,0.0859251913807064,0.0613107511460855,0.0584486911522162,0.07475358152967,0.0651043966241027,0.0415785642636508,0.0415273026296266,0.0239477524225284,0.0368932526813586,0.0512851532671617,0.0491017193479357,0.0248005888079761,0.0190789392572408,0.0407992394413905,0,0.0284333361775477,0.202888346848144,0.0309186465609095,0.0314141409139275,0.0566516842533118,0.0330218679840892,0.0247571455369644,0.0550918854092375,0.0678922464918257,0.0389483869481442,0.041307154654536,0.0569450409044276,0.032140838041979,0.0408771282951901,0.0346645470879037,0.0416923462702101,0.0535804472009471,0.0546539703757816,0.0507307367779419
"e30_R",0.0262961106463071,0.0344848492929848,0.0213975103416013,0.0216128116020493,0.0168718057684871,0.0203689879300941,0.0269708083337168,0.0144166266628578,0.0170924766184677,0.025094798342725,0.0257535216054992,0.0204733987285435,0.0176396501773559,0.0152460732251369,0.0271713674846694,0.0345434217540679,0.0218375148125642,0.0295391407571537,0.00468591745689695,0.0177372996572656,0.0293477711905892,0.0246957905690679,0.018203499709518,0.021633404590498,0.0138598690528524,0.0135753422174485,0.0186672762883364,0.0192548621306963,0.0300294140748427,0.0161249440405458,0.0174175015666762,0.00915566327327388,0.0284746776010283,0.0153784949023339,0.0189904079121948,0.0184414943641986,0.0256904802821052,0.00915557607083928,0.0174333638399031,0.013368521044109,0.0284333361775477,0,0.05380265767826,0.0197381901876175,0.0477927735377279,0.0269837302563234,0.0442139403728548,0.0893932681047946,0.0398957017740367,0.041255385248558,0.0272496466176571,0.0122263335215966,0.0165793509129357,0.0256582368328466,0.0182146615573999,0.0238965426426461,0.0291433151788985,0.0167079222387274,0.014615793667577,0.0230111335636902
"e57",0.0440186583716948,0.0528455597502457,0.0427056311574505,0.0420168437593893,0.0247102904494234,0.0490368839778332,0.0350674886619338,0.0716415977724139,0.0750588228288041,0.0343564408782062,0.0511739996657306,0.0500771889128879,0.0518577462684502,0.0410648620820893,0.0679055608784274,0.0271613546934364,0.0474691781698962,0.05150574497622,0.0556154947834235,0.0633475938442896,0.115561705888982,0.075187855861476,0.0514710953542665,0.0327311514382735,0.0508733889535962,0.0594365812082867,0.0751147659180336,0.0826910056924501,0.0858524154644065,0.0676913651076911,0.0511530908187789,0.0334327294148786,0.0294741918078678,0.027017485623583,0.0229961392992943,0.0491376858492698,0.0489186794016501,0.0301838719638434,0.0346612926336243,0.0392337748621965,0.202888346848144,0.05380265767826,0,0.0215429505460571,0.0758544564818169,0.07558816093773,0.0576172746593837,0.0447522492482371,0.0639732334230021,0.0681615302508596,0.0668613405186749,0.0461579051866998,0.0478193444044743,0.0499352659634731,0.0534263934486647,0.0426082449194056,0.0558161742280303,0.0617235776049716,0.054400336438631,0.075840724437469
"h2029",0.0139394901409959,0.0182519011529418,0.0216126944021515,0.030288470734956,0.0169113355188721,0.0134965359474499,0.0199165186180634,0.0303397717190168,0.0352694132535323,0.022193639553596,0.0204376012617535,0.026664689296235,0.0293513300596593,0.0352636241434436,0.0151401289794473,0.0209249838765677,0.0224189475969512,0.0226155976874396,0.020587306079658,0.0236054556109759,0.0146451105843908,0.0242231114238947,0.0152463747555789,0.0324200485252089,0.0158076948126866,0.0222130822243609,0.0153295237125248,0.0177236749643628,0.0177520565319349,0.0201669566699576,0.0132986400831125,0.0199462922050451,0.0154097713688093,0.0314779820271549,0.0292633993603122,0.0332556812782081,0.0157776299846959,0.0245260781712164,0.0174810961992105,0.0135393583406413,0.0309186465609095,0.0197381901876175,0.0215429505460571,0,0.0264176183413816,0.113716365529018,0.0512611628897819,0.0190850283370239,0.0353549084759788,0.0347641500845293,0.0275764871009079,0.0116049660863955,0.0181918146216113,0.0207576056842673,0.030120658255373,0.0265217782787048,0.0261419045268396,0.0166230586839293,0.0271740972605161,0.00734172681335288
"x133",0.0254608929547482,0.021970170714753,0.0275338492377788,0.0201288834779492,0.0165536685532555,0.0536535476647826,0.0431731952335981,0.069215350558586,0.0485758485486505,0.0306370537140377,0.0278287387096081,0.0287059756959911,0.0272452464132331,0.0251701534902073,0.0337237090274725,0.0204856542094354,0.0298425661137403,0.017625019140453,0.0385100420195741,0.0351630318804697,0.0437318404425331,0.0578562313629414,0.0334906251138078,0.036673773086016,0.0330567478026245,0.0302593363223664,0.0551245229183497,0.0399172668133194,0.0330217282734884,0.054710722057568,0.0260027154134157,0.0517686190870346,0.0306301705504248,0.031666216551085,0.0176736284470653,0.0317405138091136,0.0246938486450317,0.0268257139531753,0.0318817386625154,0.0327989775519222,0.0314141409139275,0.0477927735377279,0.0758544564818169,0.0264176183413816,0,0.0761789854652819,0.115820840944458,0.0526212270619451,0.0812622860198751,0.0601328410237914,0.0355208004614869,0.0325169742177378,0.0259416824852039,0.01633195301351,0.0306511602584854,0.0646712401852771,0.0344505215176283,0.0345886354524563,0.0314542407907892,0.0368541704062926
"x145",0.0256930400778881,0.0249513410599267,0.0291451647007905,0.050448761266443,0.0254919916064695,0.0438898003887624,0.0289783044997325,0.038589765422413,0.0689757053865252,0.0318525005167989,0.0408910595338714,0.0429562619071251,0.0307928613655095,0.0281465113614674,0.0339860705045409,0.0438233058595237,0.0479498623907118,0.0456331243795964,0.0472840176324265,0.062066726677434,0.0593583412828513,0.0715779004573029,0.0442141311013735,0.0264466348682699,0.0425687223236109,0.0593221833790119,0.0801840566624707,0.0732991657569482,0.0491942583050649,0.0659495083360047,0.029301641996422,0.0303155358743172,0.0402295512239506,0.01944472672472,0.0281575550284261,0.0553427725744609,0.0327907062110446,0.0346460153343719,0.0257711313899085,0.047388823586378,0.0566516842533118,0.0269837302563234,0.07558816093773,0.113716365529018,0.0761789854652819,0,0.184312810532646,0.0480251346318137,0.137305553178932,0.0637483534321959,0.044003233169768,0.0238209137160448,0.0445970857475402,0.0170648656106014,0.0317686694359822,0.0500598063779192,0.0422678555264628,0.0420008783265207,0.0452423637099186,0.0435467261959857
"x181_R",0.0299919232862442,0.0274039347619519,0.0181026075639381,0.0234455407826859,0.0158723524350743,0.0258169816442195,0.0213828568168348,0.0279845513223091,0.0338291768654959,0.0319979477437826,0.0428437364818355,0.0461582833029541,0.0401018795385837,0.0307777443059685,0.0378976007589227,0.0249141228284282,0.0514880543538467,0.0503555125000692,0.0521051810689959,0.0540048672188882,0.0356451979668573,0.0488383145467099,0.0373020941643638,0.0315301443016418,0.0339939876997906,0.0467081522260062,0.0442063708674687,0.0547640138427679,0.0379453895704076,0.0574520538421566,0.0266735118666452,0.0268343823542732,0.0153072048473581,0.016385699470975,0.0194439993648468,0.0351343036861054,0.0221682221050012,0.0261393145743973,0.0422156661313924,0.0301679215642618,0.0330218679840892,0.0442139403728548,0.0576172746593837,0.0512611628897819,0.115820840944458,0.184312810532646,0,0.0697818208549479,0.129763908953191,0.119932846464416,0.031359803489178,0.00908758839416501,0.0266712366858326,0.00834095730410134,0.0231888041484054,0.0326921781935527,0.0377177261159383,0.025777732174161,0.0229670215967999,0.0316133364080176
"x216_R",0.0185979222195591,0.0205970741530499,0.0153180298227675,0.0194666422236955,0.0210784096587706,0.0338801905455335,0.0128841039007797,0.0267812015833968,0.0132805527584323,0.0300552883945846,0.0187687357181439,0.0266387850318388,0.0297910886039423,0.0147695829466246,0.0351833749520201,0.0106657335940743,0.0408606263968325,0.0449711852393113,0.0160215684276284,0.017117252796643,0.0356602612796344,0.0306116065888316,0.0229654201868423,0.0257146309135492,0.0230138616326347,0.0428279866794141,0.0288555251809512,0.0407532421801804,0.0333273598277644,0.0240464964043805,0.0229855353478663,0.0219676479434088,0.0219431725496495,0.031482369527768,0.0207590555695174,0.0174113418188218,0.0293074569695082,0.0219038528622582,0.0266990723707101,0.0211765115634703,0.0247571455369644,0.0893932681047946,0.0447522492482371,0.0190850283370239,0.0526212270619451,0.0480251346318137,0.0697818208549479,0,0.0683770070265779,0.0556848456939978,0.0367003157367574,0.0282274871293624,0.00846302128351262,0.0153199856009625,0.0177020592179398,0.0260093711764382,0.0407278140555545,0.0329545363625328,0.0300254831968045,0.0379038841178652
"x251_R",0.0237725486427025,0.039806478717773,0.0302040721565859,0.0434734870798277,0.0176919415578571,0.0363502681216681,0.0345337728331256,0.0467242954238256,0.0435974578609488,0.0515732974621761,0.0323733812923357,0.0381746248779726,0.0261874452435902,0.027389287817071,0.0532943939654795,0.0215776556133891,0.0659970335454285,0.069156157072328,0.035697221565377,0.0529316565598394,0.0390472271357751,0.05268130593053,0.0369111244026379,0.0345424546374749,0.0230416929449069,0.0858760041241418,0.0796881369991831,0.0717117384151904,0.0675924358375064,0.0482797252708003,0.0510935880121055,0.0326237961613365,0.0273651871238831,0.0255835009392533,0.0205998889644352,0.0355477002661799,0.0475198880621823,0.0387442767344268,0.0415447802845255,0.0659857718156136,0.0550918854092375,0.0398957017740367,0.0639732334230021,0.0353549084759788,0.0812622860198751,0.137305553178932,0.129763908953191,0.0683770070265779,0,0.181170200494088,0.0276059438872931,0.0360887592851911,0.0253626870366208,0.0352222511642069,0.0415447795048576,0.0466838131544436,0.0255763453766278,0.0357465131248369,0.0431627066706115,0.0332794043169615
"x274_R",0.0215518794526806,0.0351883727663234,0.0282359597736161,0.0333713784082983,0.025791182339169,0.0526107378434912,0.0377100160834059,0.04467664412961,0.0602931058919038,0.0468702984332987,0.0441146439343703,0.0422686965202046,0.032844710890727,0.0494587511230762,0.0427121120681528,0.0373396518415929,0.0518262267199172,0.0692081374402478,0.0563895732958044,0.036539650351239,0.0327139075657326,0.0438216542496317,0.034605357359982,0.031298457029262,0.0357602863563242,0.0533566442140798,0.0469289248195657,0.0458803930785883,0.0433251688794529,0.0332482625999613,0.0282594514267287,0.0303488714842093,0.0319711128763265,0.0230088198413991,0.0200898418243578,0.0227422854274679,0.0359942406062608,0.0412163359496125,0.0544374106667589,0.0374892853911648,0.0678922464918257,0.041255385248558,0.0681615302508596,0.0347641500845293,0.0601328410237914,0.0637483534321959,0.119932846464416,0.0556848456939978,0.181170200494088,0,0.0524478066334835,0.0305257559270542,0.0291926627771901,0.0358652102829669,0.040049634370567,0.0479244922193005,0.0442545139449142,0.0322773113090706,0.0338252853025374,0.0341439910404411
"e64_R",0.062664926589997,0.0650585650016891,0.0619584515065639,0.0467560852992697,0.0374733305897776,0.0388653564941905,0.0404195968953394,0.0911824707594948,0.0383061497777883,0.0842779349025125,0.0667377811724328,0.0259246913871856,0.0445907231758702,0.0564045267220226,0.117358732748037,0.07708355494603,0.0570317022082936,0.0617672993894773,0.0236854833877951,0.0666527146656919,0.0467305289171054,0.0313490168946027,0.0347776048544621,0.0447139371068546,0.0321933755711323,0.0662343583418479,0.040739641871935,0.0366385509209231,0.0433575879652639,0.0324675581435905,0.0327110940948159,0.0253501901853941,0.0312778751797902,0.0178386220464803,0.0253286267906025,0.0465970518251835,0.0592445680335665,0.0561691570451184,0.0512036484187068,0.0550876088554895,0.0389483869481442,0.0272496466176571,0.0668613405186749,0.0275764871009079,0.0355208004614869,0.044003233169768,0.031359803489178,0.0367003157367574,0.0276059438872931,0.0524478066334835,0,0.0756053466186324,0.0539788759356821,0.0784755637167978,0.0368985627055314,0.0849108611582472,0.0515088380313369,0.0495257172571537,0.0746413150802798,0.181627691024507
